layer,source,target,edge_type,edge_subtype,mean_attention,head_1_attention,head_2_attention,head_3_attention,head_4_attention
1,RASGRF1,fu:ea3af571,gene_to_fu,,0.33444467186927795,0.3319084644317627,0.33922410011291504,0.3340654969215393,0.33258071541786194
1,RASGRF2,fu:ea3af571,gene_to_fu,,0.3346569538116455,0.3310621380805969,0.3408994972705841,0.3336000144481659,0.3330661356449127
1,DUSP10,fu:bd9bd64d,gene_to_fu,,0.09890405088663101,0.09884346276521683,0.09659159928560257,0.10041486471891403,0.09976629167795181
1,DUSP1,fu:bd9bd64d,gene_to_fu,,0.10034842789173126,0.09998060762882233,0.10208427160978317,0.09937691688537598,0.09995191544294357
1,DUSP2,fu:bd9bd64d,gene_to_fu,,0.10130965709686279,0.10122078657150269,0.10409584641456604,0.09973973780870438,0.10018227249383926
1,DUSP4,fu:bd9bd64d,gene_to_fu,,0.10032857954502106,0.10037755221128464,0.10092464834451675,0.09988276660442352,0.1001293808221817
1,DUSP5,fu:bd9bd64d,gene_to_fu,,0.10052164644002914,0.0998726487159729,0.10275765508413315,0.09936044365167618,0.10009583085775375
1,DUSP6,fu:bd9bd64d,gene_to_fu,,0.09941726922988892,0.09985852986574173,0.09789317846298218,0.1000545546412468,0.09986279904842377
1,DUSP7,fu:bd9bd64d,gene_to_fu,,0.09945397824048996,0.0991525873541832,0.09871675819158554,0.1000988632440567,0.0998476967215538
1,DUSP8,fu:bd9bd64d,gene_to_fu,,0.10008109360933304,0.10031329840421677,0.09929933398962021,0.10046104341745377,0.10025068372488022
1,DUSP9,fu:bd9bd64d,gene_to_fu,,0.10063673555850983,0.10107143223285675,0.10097191482782364,0.10040334612131119,0.10010023415088654
1,DUSP16,fu:bd9bd64d,gene_to_fu,,0.0989985540509224,0.09930906444787979,0.09666474908590317,0.10020749270915985,0.09981289505958557
1,DUSP3,fu:645ada17,gene_to_fu,,0.25025755167007446,0.25348472595214844,0.2509019672870636,0.2480461299419403,0.2485974133014679
1,PTPN7,fu:645ada17,gene_to_fu,,0.250857412815094,0.249527707695961,0.2552787959575653,0.2482575625181198,0.25036561489105225
1,PTPRR,fu:645ada17,gene_to_fu,,0.24878057837486267,0.2488943636417389,0.24579204618930817,0.24997371435165405,0.250462144613266
1,PTPN5,fu:645ada17,gene_to_fu,,0.2501044273376465,0.24809321761131287,0.24802714586257935,0.25372257828712463,0.25057482719421387
1,PPM1B,fu:3c67a02d,gene_to_fu,,1.0,1.0,1.0,1.0,1.0
1,FASLG,fu:d4ebbf2b,gene_to_fu,,1.0,1.0,1.0,1.0,1.0
1,MAP4K4,fu:f0d46f11,gene_to_fu,,1.0,1.0,1.0,1.0,1.0
1,PLA2G4B,fu:0c2b138c,gene_to_fu,,0.1256444752216339,0.12534506618976593,0.1269722729921341,0.12523849308490753,0.1250220388174057
1,PLA2G4E,fu:0c2b138c,gene_to_fu,,0.12494350969791412,0.12483315169811249,0.1254701316356659,0.12450668215751648,0.12496410310268402
1,PLA2G4F,fu:0c2b138c,gene_to_fu,,0.12577521800994873,0.12571318447589874,0.12638607621192932,0.1262051910161972,0.12479636073112488
1,PLA2G4D,fu:0c2b138c,gene_to_fu,,0.12528684735298157,0.12457628548145294,0.12604138255119324,0.12576384842395782,0.12476584315299988
1,PLA2G4A,fu:0c2b138c,gene_to_fu,,0.1241660863161087,0.12349718809127808,0.1236850917339325,0.12470874190330505,0.12477331608533859
1,PLA2G4C,fu:0c2b138c,gene_to_fu,,0.12509243190288544,0.12444739788770676,0.125833660364151,0.12513013184070587,0.12495853006839752
1,JMJD7-PLA2G4B,fu:0c2b138c,gene_to_fu,,0.12615127861499786,0.12462389469146729,0.1299058496952057,0.12479750066995621,0.12527787685394287
1,STMN1,fu:e661480b,gene_to_fu,,0.49857214093208313,0.494445264339447,0.5077732801437378,0.4962073862552643,0.4958627223968506
1,MAPT,fu:7e702847,gene_to_fu,,0.5030059218406677,0.49257370829582214,0.5208021402359009,0.4991488456726074,0.49949896335601807
1,NFKB1,fu:3c93b301,gene_to_fu,,0.16655728220939636,0.16410835087299347,0.16851776838302612,0.16768719255924225,0.16591587662696838
1,NFKB2,fu:3c93b301,gene_to_fu,,0.16774821281433105,0.16555164754390717,0.1714230179786682,0.16759748756885529,0.16642072796821594
1,RELA,fu:3c93b301,gene_to_fu,,0.16765345633029938,0.1656312644481659,0.17269718647003174,0.16523101925849915,0.16705435514450073
1,RELB,fu:3c93b301,gene_to_fu,,0.16860997676849365,0.16693276166915894,0.17245155572891235,0.16813527047634125,0.1669202744960785
1,CHUK,fu:523a744b,gene_to_fu,,0.14409440755844116,0.14254720509052277,0.14720848202705383,0.14414134621620178,0.14248056709766388
1,IKBKB,fu:523a744b,gene_to_fu,,0.1438700258731842,0.14212797582149506,0.14678935706615448,0.14411307871341705,0.14244964718818665
1,IKBKG,fu:523a744b,gene_to_fu,,0.14404794573783875,0.13985301554203033,0.15251602232456207,0.14112360775470734,0.14269913733005524
1,MAP3K14,fu:b9ec221f,gene_to_fu,,0.32880303263664246,0.3275294303894043,0.3304900825023651,0.3308577835559845,0.3263348340988159
1,MAPK1,fu:7c6d4d4a,gene_to_fu,,0.1685706228017807,0.16463272273540497,0.17778192460536957,0.16587483882904053,0.16599301993846893
1,MAPK3,fu:7c6d4d4a,gene_to_fu,,0.1688062697649002,0.16494739055633545,0.1777433604001999,0.1662839651107788,0.1662503480911255
1,LAMTOR3,fu:93eeec94,gene_to_fu,,0.501934826374054,0.4985537827014923,0.5159241557121277,0.4973861277103424,0.49587517976760864
1,MAP2K2,fu:4781eb07,gene_to_fu,,0.14536809921264648,0.14095358550548553,0.15549273788928986,0.14237061142921448,0.14265549182891846
1,MAP2K1,fu:ee804b17,gene_to_fu,,0.14499416947364807,0.14082734286785126,0.15480750799179077,0.14180876314640045,0.1425330936908722
1,RAF1,fu:5324c493,gene_to_fu,,0.3368295431137085,0.3301340639591217,0.35047921538352966,0.3339599668979645,0.3327449560165405
1,BRAF,fu:7cec7b64,gene_to_fu,,0.33703285455703735,0.32907453179359436,0.35160553455352783,0.334453821182251,0.33299753069877625
1,RASA1,fu:30ad397b,gene_to_fu,,1.0,1.0,1.0,1.0,1.0
1,NF1,fu:3968d652,gene_to_fu,,1.0,1.0,1.0,1.0,1.0
1,PRKCA,fu:6fc31f40,gene_to_fu,,0.3321607708930969,0.3317301869392395,0.3314749598503113,0.33238258957862854,0.3330553472042084
1,PRKCB,fu:6fc31f40,gene_to_fu,,0.332372784614563,0.3322688341140747,0.33178991079330444,0.3320894241333008,0.3333430290222168
1,PRKCG,fu:6fc31f40,gene_to_fu,,0.3354664146900177,0.3360009491443634,0.3367350697517395,0.3355279862880707,0.33360162377357483
1,RAP1A,fu:5264ac6f,gene_to_fu,,0.3348942697048187,0.3331427276134491,0.34211763739585876,0.3321966230869293,0.33212006092071533
1,RAP1B,fu:5264ac6f,gene_to_fu,,0.33526918292045593,0.33274081349372864,0.34368231892585754,0.33227235078811646,0.3323812484741211
1,PRKACA,fu:0ddd2c17,gene_to_fu,,0.3329865336418152,0.33339962363243103,0.3322775959968567,0.33306923508644104,0.33319973945617676
1,PRKACB,fu:0ddd2c17,gene_to_fu,,0.3325546979904175,0.33121487498283386,0.33217954635620117,0.3335336446762085,0.3332906663417816
1,PRKACG,fu:0ddd2c17,gene_to_fu,,0.33445876836776733,0.3353854715824127,0.33554285764694214,0.33339712023735046,0.33350953459739685
1,RAPGEF2,fu:cbc27d79,gene_to_fu,,1.0,1.0,1.0,1.0,1.0
1,RASA2,fu:7d8d1672,gene_to_fu,,0.5029197931289673,0.49283653497695923,0.519257128238678,0.5006473064422607,0.49893808364868164
1,RRAS2,fu:cb603216,gene_to_fu,,0.07213175296783447,0.07129776477813721,0.07502184063196182,0.07100154459476471,0.07120585441589355
1,MRAS,fu:cb603216,gene_to_fu,,0.071939617395401,0.0707964226603508,0.07501068711280823,0.07093393057584763,0.07101742923259735
1,HRAS,fu:cb603216,gene_to_fu,,0.07224863767623901,0.0713592916727066,0.07524774223566055,0.07133464515209198,0.07105286419391632
1,KRAS,fu:cb603216,gene_to_fu,,0.07182429730892181,0.07083418220281601,0.07452365756034851,0.07099544256925583,0.07094388455152512
1,NRAS,fu:cb603216,gene_to_fu,,0.07217738777399063,0.07124719023704529,0.07513168454170227,0.07135166972875595,0.07097899168729782
1,RRAS,fu:cb603216,gene_to_fu,,0.07265937328338623,0.07149967551231384,0.07678189873695374,0.07105062901973724,0.0713052749633789
1,RASGRP1,fu:a6602c7f,gene_to_fu,,0.19987326860427856,0.1980651170015335,0.20261560380458832,0.1990271508693695,0.1997852474451065
1,RASGRP2,fu:a6602c7f,gene_to_fu,,0.20089153945446014,0.19966211915016174,0.20374347269535065,0.20019742846488953,0.19996316730976105
1,RASGRP4,fu:a6602c7f,gene_to_fu,,0.2023785561323166,0.20140080153942108,0.20581920444965363,0.20229388773441315,0.2000003457069397
1,RASGRP3,fu:a6602c7f,gene_to_fu,,0.1995309740304947,0.19850602746009827,0.19993406534194946,0.20013907551765442,0.1995447278022766
1,SOS1,fu:9bd0df30,gene_to_fu,,0.49978017807006836,0.4992370307445526,0.5004530549049377,0.49971309304237366,0.499717652797699
1,SOS2,fu:9bd0df30,gene_to_fu,,0.5002198219299316,0.5007629990577698,0.49954691529273987,0.5002869367599487,0.500282347202301
1,GNA12,fu:c3d880e8,gene_to_fu,,0.5071502327919006,0.4962685704231262,0.5270342230796814,0.5004822015762329,0.504815936088562
1,GNG12,fu:c3d880e8,gene_to_fu,,0.492849737405777,0.5037314295768738,0.47296571731567383,0.4995177686214447,0.4951840937137604
1,GRB2,fu:0d65318d,gene_to_fu,,0.5043495893478394,0.49702370166778564,0.524426281452179,0.4975240230560303,0.49842432141304016
1,CSF1R,fu:727cb396,gene_to_fu,,0.03723888844251633,0.03705596923828125,0.03773462772369385,0.037119295448064804,0.037045661360025406
1,EGFR,fu:727cb396,gene_to_fu,,0.03689425438642502,0.03698378801345825,0.03663424775004387,0.03697335347533226,0.0369856134057045
1,EPHA2,fu:727cb396,gene_to_fu,,0.03719635307788849,0.03683612868189812,0.037876490503549576,0.03697607293725014,0.037096720188856125
1,ERBB2,fu:727cb396,gene_to_fu,,0.037252191454172134,0.03728841617703438,0.037316277623176575,0.03745830059051514,0.036945778876543045
1,ERBB3,fu:727cb396,gene_to_fu,,0.03718940168619156,0.03721098601818085,0.03710586950182915,0.037406954914331436,0.037033792585134506
1,ERBB4,fu:727cb396,gene_to_fu,,0.03697683662176132,0.03705890104174614,0.0366397351026535,0.03720886632800102,0.03699982911348343
1,FGFR1,fu:727cb396,gene_to_fu,,0.03707446902990341,0.036836933344602585,0.03750421479344368,0.03690256178379059,0.03705417364835739
1,FGFR3,fu:727cb396,gene_to_fu,,0.037341490387916565,0.036933016031980515,0.03824077546596527,0.037106938660144806,0.03708523511886597
1,FGFR2,fu:727cb396,gene_to_fu,,0.03698688745498657,0.036631036549806595,0.037409260869026184,0.03686715289950371,0.037040092051029205
1,FGFR4,fu:727cb396,gene_to_fu,,0.037457022815942764,0.0373796783387661,0.038079891353845596,0.03729593753814697,0.03707258030772209
1,FLT1,fu:727cb396,gene_to_fu,,0.03680277615785599,0.03709312900900841,0.036445502191782,0.03669782355427742,0.036974649876356125
